1,1,2,2,2060000,1,23000000,600000,1460000,1
2,2,2,3,2110000,4,36000000,1686570,423429,0
3,1,2,3,1860000,2,0,50000,181000,1
4,1,2,3,2010000,2,0,50000,1960000,1
5,1,2,3,1860000,1,25000000,832000,1028000,0
6,1,2,3,2010000,0,0,50000,1960000,1
7,2,2,3,2160000,0,0,50000,210000,1
8,2,2,3,2110000,0,20000000,1000000,1110000,1
9,2,2,2,1860000,1,10000000,870000,990000,0
10,2,2,3,1910000,2,0,50000,1860000,1
11,2,2,3,1960000,0,6000000,753000,1207000,1
12,2,2,3,1660000,3,5000000,363000,1297000,1
13,2,2,3,2010000,1,32000000,1049333,960667,1
14,2,2,3,1860000,2,10000000,700000,1160000,1
15,2,1,3,2010000,1,0,50000,1960000,1
16,2,1,3,2010000,0,0,150000,1860000,1
17,2,1,3,2060000,0,0,50000,2010000,1
18,2,2,3,1860000,0,0,50000,1810000,1
19,1,2,3,2010000,1,0,50000,1960000,1
20,1,2,3,2010000,2,20000000,1000000,1010000,1
21,2,2,3,1860000,1,0,50000,1810000,1
22,1,2,3,2010000,2,0,50000,1960000,1
23,1,1,3,2110000,0,0,450000,1660000,1
24,1,2,3,2010000,0,0,50000,1960000,1
25,2,2,3,1860000,2,0,50000,1810000,1
26,2,2,3,2010000,2,5000000,493000,1517000,1
27,2,2,3,1910000,2,0,60000,1850000,1
28,1,2,3,1860000,2,10000000,627000,1233000,1
29,1,1,3,1960000,0,30000000,1339000,621000,1
30,2,1,3,1660000,0,0,50000,1610000,1
31,1,2,3,2010000,1,0,50000,1960000,1
32,1,2,3,2010000,1,15000000,697000,1313000,1
33,2,2,3,2010000,0,0,50000,1960000,1
34,2,1,3,1660000,0,10000000,830000,830000,1
35,2,1,3,1960000,0,0,50000,1910000,1
36,1,2,3,1760000,2,7000000,462667,1297333,1
37,1,2,3,2010000,1,17000000,757000,1253000,1
38,1,2,3,2060000,0,0,50000,2010000,1
39,1,2,3,1860000,3,20000000,906000,954000,1
40,1,2,3,1910000,2,0,775000,1135000,1
41,1,1,3,2110000,0,20000000,950000,1160000,1
42,1,2,3,1860000,1,0,50000,1810000,1
43,2,2,3,1810000,2,50000000,1370000,440000,1
44,2,2,3,2160000,2,30000000,1334000,826000,1
45,1,2,3,2010000,2,5000000,371500,1638500,1
46,1,2,3,2060000,0,15000000,1000000,1060000,1
47,1,1,3,1860000,0,6000000,50000,1810000,1
48,2,2,3,1860000,12,12000000,614000,1246000,1
49,1,2,3,1860000,1,3000000,407167,1452833,1
50,2,1,3,1860000,0,0,1135000,725000,0
51,1,1,3,1860000,0,0,50000,1810000,1
52,2,2,3,1860000,0,0,150000,1710000,1
53,1,2,3,1860000,0,0,50000,1810000,1
54,1,1,3,1860000,0,0,50000,1810000,1
55,1,2,3,1860000,0,0,50000,1810000,1
56,1,2,3,1860000,0,0,50000,1810000,1
57,2,2,1,7182200,0,50000000,2428333,4753867,1
58,2,2,1,6365400,1,0,50000,6315400,1
59,2,2,1,6293100,1,0,450000,5843100,1
60,2,2,1,6293100,2,0,50000,6243100,1
61,1,2,1,5580400,0,0,50000,5530400,1
62,2,2,1,5891800,0,0,50000,5841800,1
63,2,2,1,6073700,1,40000000,50000,6023700,1
64,2,2,1,5982800,2,0,750000,5232800,1
65,2,2,1,5390000,1,0,50000,5340000,1
66,2,2,1,5930000,0,15000000,1660000,4270000,1
67,2,2,1,5930000,0,1000000,1081667,4848333,1
68,1,2,1,5390000,0,0,150000,5240000,1
69,1,2,1,5930000,2,20000000,2106667,3823333,1
70,2,2,1,6020000,2,35000000,1153333,4866667,1
71,2,2,1,8720000,2,845000000,2656833,6063167,1
72,2,2,1,5688900,2,65000000,4411970,1276930,1
73,2,2,1,7838400,1,0,50000,7788400,1
74,2,2,1,5688900,1,15000000,1530000,4158900,1
75,2,2,1,5252600,1,0,50000,5202600,1
76,1,2,1,5252600,0,0,50000,5202600,1
77,2,2,1,5776100,0,0,50000,5726100,1
78,1,2,1,5863400,1,25000000,400000,5463400,1
79,2,2,1,5863400,2,5500000,50000,5813400,1
80,2,2,1,5863400,2,0,50000,5813400,1
81,1,2,1,5688900,0,0,1650000,4038900,1
82,2,2,1,5626900,0,20000000,895556,4731344,1
83,1,2,1,5119400,0,23000000,1026222,4093178,1
84,1,2,1,5626900,1,50000000,1603333,4023567,1
85,2,2,1,5711500,2,55000000,169833,5541667,1
86,2,2,1,5204000,1,20000000,773333,4430667,1
87,2,2,1,5711500,1,58500000,1870500,3841000,1
88,2,2,1,5564300,0,60000000,1900000,3664300,1
89,1,2,1,5149100,1,0,650000,4499100,1
90,2,2,1,5814800,1,10000000,1038333,4776467,1
91,2,2,1,5528400,1,10000000,50000,5478400,1
92,1,2,1,5010300,0,20000000,2150000,2860300,1
93,1,2,1,4878600,0,0,50000,4828600,1
94,1,2,1,5380900,1,20000000,554667,4826233,0
95,1,2,1,4878600,0,54000000,1410000,3468600,1
96,2,2,1,5318900,2,0,50000,5268900,1
97,2,2,1,5318900,2,0,50000,5268900,1
98,2,2,1,5017600,2,15000000,752222,4265378,1
99,2,2,1,5177600,1,80000000,2090741,3086859,1
100,2,2,1,3444100,1,0,50000,3394100,1
101,1,2,1,4277400,1,0,450000,3827400,1
102,2,2,1,4416300,2,10000000,510000,3906300,1
103,2,2,1,3444100,0,5000000,635000,2809100,1
104,2,2,1,4351000,1,20000000,50000,4301000,0
105,2,2,1,4416300,2,0,80000,4336300,1
106,2,2,1,4130900,2,34000000,1491444,2639456,1
107,1,2,1,3762600,0,0,50000,3712600,1
108,2,2,1,7224400,0,100000000,2093333,5131067,1
109,2,2,1,5249400,0,0,50000,5199400,1
110,2,2,1,4835200,1,0,170000,4665200,1
111,2,2,1,5415100,0,35000000,2018333,3396767,1
112,2,2,1,5190500,0,15000000,696667,4493833,1
113,2,2,1,5270900,1,35000000,1527222,3743678,1
114,2,2,1,6683700,1,25000000,1753333,4930367,1
115,2,2,1,5270900,0,0,550000,4720900,1
116,2,2,1,5720900,2,25000000,1045769,4675131,1
117,1,2,1,5110200,0,35000000,1740000,3370200,1
118,2,2,1,5131100,0,25000000,2091667,3039433,1
119,2,2,1,5053300,1,30000000,1314000,3739300,1
120,2,2,1,5131100,2,0,150000,4981100,1
121,2,2,1,4736900,1,15000000,1275000,3461900,1
122,2,2,1,4427000,3,40000000,2316667,2110333,0
123,2,2,1,4736900,3,0,50000,2316667,1
124,2,2,1,4139800,0,35000000,808333,3331467,1
125,2,2,1,4156100,1,0,50000,4106100,1
126,2,2,1,4095400,2,0,50000,4045400,1
127,2,2,1,4156100,3,45000000,50000,4106100,0
128,2,2,1,4156100,2,30000000,980000,3176100,1
129,2,2,1,4050300,2,0,50000,4000300,1
130,1,2,1,3932500,0,10000000,438095,3494405,1
131,2,2,1,3638000,0,0,50000,3588000,1
132,1,2,1,4050300,2,15000000,995000,3055300,1
133,2,2,1,3991400,2,55000000,1455000,2536400,1
134,2,2,1,3947800,2,23000000,614000,3333800,1
135,1,2,1,3947800,2,40000000,50000,3897800,1
136,2,2,1,3947800,1,20000000,761667,3186133,1
137,1,2,1,3890700,2,0,50000,3840700,1
138,1,2,1,4819000,1,0,75000,4744000,1
139,2,2,1,4819000,0,35000000,1110000,3709000,1
140,2,2,1,4898500,1,12496000,835856,4062644,1
141,2,2,1,4760200,1,0,550000,4210200,1
142,1,2,1,4361400,1,30000000,1500000,2861400,1
